CustomerKey,FirstPurchase,LastPurchase,PurchaseCount,TotalAmount,AverageAmount,LifecycleDays,Cluster
15583,2013-06-02,2013-10-18,4,66.26,16.565,138,2
15584,2013-03-26,2013-12-26,3,62.27,20.756666666666668,275,1
15585,2012-11-21,2013-10-14,5,4367.0181999999995,873.4036399999999,327,0
15586,2012-11-26,2013-09-29,6,4469.3696,744.8949333333334,307,0
15587,2012-11-18,2013-10-19,4,4423.3796,1105.8449,335,0
15588,2012-11-02,2013-10-25,4,4486.0682,1121.51705,357,0
15589,2012-11-26,2013-10-02,5,4416.3796,883.27592,310,0
15590,2012-11-24,2013-10-28,6,4440.048199999999,740.0080333333332,338,0
15591,2012-11-01,2013-10-16,3,4346.3782,1448.7927333333334,349,1
15592,2013-02-02,2013-09-17,2,59.980000000000004,29.990000000000002,227,1
15593,2013-03-04,2013-07-16,4,116.26,29.065,134,2
15594,2013-12-24,2013-12-24,1,34.99,34.99,0,1
15595,2012-10-28,2013-10-05,2,4369.0882,2184.5441,342,1
15596,2012-11-24,2013-10-24,6,4460.0382,743.3397,334,0
15597,2012-11-18,2013-10-21,2,4391.4096,2195.7048,337,1
15598,2013-09-19,2013-11-30,7,167.93,23.990000000000002,72,2
15599,2013-04-19,2013-12-29,6,81.24000000000001,13.540000000000001,254,2
15600,2012-10-30,2013-10-25,5,4590.3996,918.0799199999999,360,0
15601,2012-11-22,2013-10-16,4,4429.5682,1107.39205,328,0
15602,2013-06-22,2013-12-15,3,63.970000000000006,21.323333333333334,176,1
15603,2013-03-31,2013-08-16,3,39.97,13.323333333333332,138,1
15604,2013-06-20,2013-09-13,5,66.75,13.35,85,2
15605,2013-09-27,2013-11-23,3,39.97,13.323333333333332,57,1
15606,2013-02-27,2013-08-18,7,115.93,16.56142857142857,172,2
15607,2013-11-16,2013-11-16,2,28.979999999999997,14.489999999999998,0,1
15639,2013-04-06,2013-05-13,3,34.57,11.523333333333333,37,3
15640,2013-01-28,2013-05-01,3,34.57,11.523333333333333,93,3
15641,2013-04-22,2013-04-24,5,96.75,19.35,2,3
15642,2012-10-31,2013-10-21,2,3772.4096,1886.2048,355,1
15643,2012-10-30,2013-10-25,3,3807.3996,1269.1332,360,1
15644,2012-11-11,2013-11-04,5,3803.6796000000004,760.7359200000001,358,0
15645,2012-11-02,2013-11-01,3,3785.0782,1261.6927333333333,364,1
15646,2012-11-15,2013-11-08,3,3804.0782,1268.0260666666666,358,1
15647,2012-11-06,2013-10-29,4,3764.0681999999997,941.0170499999999,357,0
15648,2012-10-28,2013-11-23,3,3807.3996,1269.1332,391,1
15715,2013-07-29,2013-11-01,3,39.97,13.323333333333332,95,1
15716,2012-11-19,2013-10-06,5,4467.0581999999995,893.4116399999999,321,0
15717,2012-11-11,2013-11-08,5,4411.3682,882.27364,362,0
15718,2013-09-16,2013-12-19,3,63.97,21.323333333333334,94,1
15719,2012-11-23,2013-10-30,4,4429.5682,1107.39205,341,0
15720,2013-02-10,2013-11-25,4,70.22,17.555,288,2
15721,2013-06-17,2013-10-06,4,118.96000000000001,29.740000000000002,111,2
15722,2012-11-18,2013-11-05,4,4448.5682,1112.14205,352,0
15723,2012-11-08,2013-11-26,5,4444.0682,888.81364,383,0
15724,2012-11-04,2013-11-22,4,4359.0682,1089.76705,383,0
15725,2012-11-21,2013-11-04,5,4416.3796,883.27592,348,0
15726,2012-11-07,2013-11-18,4,4393.3582,1098.33955,376,0
15727,2013-05-09,2013-12-05,4,134.45999999999998,33.614999999999995,210,2
15728,2013-03-08,2013-11-03,3,63.97,21.323333333333334,240,1
15729,2012-12-27,2013-11-24,3,4393.6996,1464.5665333333334,332,1
15730,2013-08-19,2013-10-28,4,122.96000000000001,30.740000000000002,70,2
15731,2013-03-26,2013-09-28,2,59.980000000000004,29.990000000000002,186,1
15732,2012-12-12,2013-11-15,3,4376.3996,1458.7998666666665,338,1
15733,2012-12-08,2013-11-11,6,4443.548199999999,740.5913666666665,338,0
15734,2012-12-25,2013-11-28,3,4426.4096,1475.4698666666666,338,1
15735,2013-06-21,2013-09-07,5,116.25,23.25,78,2
15751,2012-12-21,2013-11-24,3,4446.3996,1482.1332,338,1
15752,2012-12-08,2013-11-24,5,4408.6896,881.7379199999999,351,0
15753,2012-12-09,2013-11-17,3,4399.0782,1466.3594,343,1
15754,2012-12-04,2013-11-18,5,4416.3796,883.27592,349,0
15755,2012-12-24,2013-11-08,3,4404.0782,1468.0260666666666,319,1
15756,2012-12-25,2013-11-06,5,4441.3895999999995,888.2779199999999,316,0
15757,2012-12-24,2013-11-28,2,4366.4096,2183.2048,339,1
15764,2012-12-07,2013-11-09,3,4413.3895999999995,1471.1298666666664,337,1
15765,2012-12-22,2013-11-14,2,4369.0882,2184.5441,327,1
15766,2013-01-29,2013-06-20,3,62.27,20.756666666666668,142,3
15767,2012-12-21,2013-11-03,3,4379.0882,1459.6960666666666,317,1
15783,2013-07-10,2013-10-23,4,98.96000000000001,24.740000000000002,105,2
15784,2012-12-14,2013-11-12,3,4379.0882,1459.6960666666666,333,1
15785,2012-11-29,2013-10-30,4,4454.3496,1113.5874,335,0
15786,2012-12-27,2013-11-12,3,4366.0682,1455.3560666666665,320,1
15787,2013-04-26,2013-12-12,7,167.93,23.990000000000002,230,2
15788,2012-12-17,2013-11-02,4,4443.3796,1110.8449,320,0
15789,2012-12-01,2013-11-21,4,4486.0682,1121.51705,355,0
15790,2012-12-12,2013-02-27,4,2668.3796,667.0949,77,3
15791,2013-03-11,2013-12-02,4,42.26,10.565,266,2
15792,2012-12-03,2013-03-26,3,2645.3996,881.7998666666667,113,3
15793,2012-12-17,2013-11-28,2,4369.0882,2184.5441,346,1
15794,2013-03-23,2013-12-27,3,113.97,37.99,279,1
15795,2013-04-13,2013-04-29,6,132.44,22.073333333333334,16,2
15796,2013-12-24,2013-12-24,1,34.99,34.99,0,1
15797,2012-11-29,2013-11-03,4,4415.6796,1103.9199,339,0
15798,2013-04-12,2013-06-10,4,98.96000000000001,24.740000000000002,59,3
15799,2012-12-12,2013-11-13,4,4423.3796,1105.8449,336,0
15800,2012-11-29,2013-11-27,3,4399.0782,1466.3594,363,1
15801,2012-12-26,2013-11-27,4,4381.3782,1095.34455,336,0
15802,2012-12-24,2013-11-19,5,4444.0682,888.81364,330,0
15803,2013-07-28,2013-11-19,4,66.26,16.565,114,2
15804,2013-12-12,2013-12-14,4,98.96000000000001,24.740000000000002,2,2
15805,2013-12-09,2013-12-17,4,127.47,31.8675,8,2
15806,2013-02-26,2013-05-06,6,102.85,17.141666666666666,69,2
15807,2013-03-31,2013-12-13,4,70.57,17.6425,257,2
15808,2012-12-03,2013-11-18,3,4424.0782,1474.6927333333333,350,1
15809,2013-02-22,2013-07-20,2,62.59,31.295,148,1
15810,2013-04-07,2013-10-12,4,67.17,16.7925,188,2
15811,2013-04-06,2013-07-17,5,71.16,14.232,102,2
15812,2013-05-20,2013-11-03,5,81.25,16.25,167,2
15822,2013-06-22,2013-10-11,5,43.21,8.642,111,2
15823,2013-05-15,2013-11-14,4,67.96000000000001,16.990000000000002,183,2
15828,2013-05-02,2013-11-13,6,172.25,28.708333333333332,195,2
15829,2013-05-03,2013-06-11,3,187.98,62.66,39,3
15830,2012-12-20,2013-03-29,5,2680.3796,536.07592,99,3
15831,2012-12-05,2013-03-05,5,2646.3582,529.27164,90,3
15832,2012-12-24,2013-04-06,2,2611.4096,1305.7048,103,3
15833,2012-12-10,2013-05-03,2,2611.4096,1305.7048,144,3
16016,2013-07-03,2013-10-14,7,117.93,16.84714285714286,103,2
16023,2013-04-12,2013-08-09,7,166.89,23.84142857142857,119,2
16025,2012-12-03,2013-12-06,4,3831.8896,957.9724,368,0
16026,2012-12-05,2013-12-19,3,3804.0782,1268.0260666666666,379,1
16027,2012-12-07,2013-12-05,3,3826.3996,1275.4665333333335,363,1
16028,2012-12-09,2013-12-15,3,3807.3996,1269.1332,371,1
16029,2012-12-20,2013-12-06,3,3807.3996,1269.1332,351,1
16030,2013-10-29,2013-10-29,3,37.269999999999996,12.423333333333332,0,1
16031,2012-12-03,2013-12-04,2,3750.0882,1875.0441,366,1
16032,2013-02-23,2013-04-23,4,90.95,22.7375,59,3
16155,2012-12-05,2013-11-18,5,4489.5682,897.91364,348,0
16156,2012-12-27,2013-11-14,2,4344.0882,2172.0441,322,1
16157,2012-12-17,2013-11-03,2,4391.4096,2195.7048,321,1
16158,2012-12-06,2013-11-05,2,4369.0882,2184.5441,334,1
16159,2012-12-21,2013-12-23,5,4411.6496,882.3299199999999,367,0
16160,2012-12-09,2013-06-18,4,2644.0681999999997,661.0170499999999,191,3
16161,2012-12-15,2013-07-26,5,2700.0481999999997,540.00964,223,2
16162,2013-07-20,2013-11-15,7,185.04000000000002,26.434285714285718,118,2
16163,2012-12-06,2013-09-04,4,2641.3896,660.3474,272,2
16164,2012-12-18,2013-09-14,3,2639.0782,879.6927333333333,270,1
16165,2013-07-09,2013-09-21,6,81.81,13.635,74,2
16166,2013-02-12,2013-10-13,6,108.85000000000001,18.14166666666667,243,2
16167,2013-08-16,2013-12-18,4,102.57,25.6425,124,2
16168,2013-02-21,2013-03-29,6,80.11,13.351666666666667,36,3
16169,2012-12-14,2013-11-29,3,4404.0782,1468.0260666666666,350,1
16170,2013-08-18,2013-08-18,2,32.28,16.14,0,1
16171,2013-04-06,2013-05-10,5,103.86,20.772,34,2
16172,2013-08-02,2013-10-23,7,186.04000000000002,26.57714285714286,82,2
16173,2013-02-24,2013-06-02,5,43.21,8.642,98,2
16174,2013-04-03,2013-06-18,6,140.45,23.40833333333333,76,2
16175,2013-08-11,2013-08-11,3,31.27,10.423333333333334,0,1
16176,2012-11-28,2013-12-04,3,4404.0782,1468.0260666666666,371,1
16177,2013-06-03,2013-07-14,7,133.34,19.048571428571428,41,2
16178,2013-04-19,2013-11-19,6,108.85,18.141666666666666,214,2
16179,2013-09-15,2013-11-21,5,72.16,14.431999999999999,67,2
16180,2012-12-26,2013-12-04,5,4386.3682,877.27364,343,0
16181,2013-10-06,2013-12-22,6,170.06,28.343333333333334,77,2
16182,2013-05-22,2013-12-19,3,83.97,27.99,211,1
16183,2013-05-09,2013-05-13,3,31.27,10.423333333333334,4,3
16184,2013-09-28,2013-11-03,6,78.2,13.033333333333333,36,2
16185,2013-04-27,2013-05-20,2,28.979999999999997,14.489999999999998,23,3
16332,2013-09-23,2013-12-23,6,147.23000000000002,24.538333333333338,91,2
16338,2013-01-28,2013-04-30,6,169.43,28.238333333333333,92,2
16339,2012-12-23,2013-01-07,2,3169.5882,1584.7941,15,3
16341,2013-09-17,2013-10-08,4,88.25,22.0625,21,2
16342,2013-11-26,2013-11-26,2,46.47,23.235,0,1
16343,2013-06-07,2013-10-31,4,58.25,14.5625,146,2
16345,2011-01-20,2013-10-17,4,4173.24,1043.31,1001,0
16346,2013-04-16,2013-12-23,5,37.55,7.51,251,2
16347,2011-01-26,2013-12-22,5,5918.5,1183.7,1061,0
16348,2011-01-16,2013-12-23,4,5918.24,1479.56,1072,0
16349,2011-01-25,2013-12-18,2,5898.26,2949.13,1058,1
16350,2011-01-23,2013-12-23,4,5903.19,1475.7975,1065,0
16351,2010-12-31,2013-12-03,2,5873.26,2936.63,1068,1
16352,2011-01-13,2013-12-01,6,5948.49,991.415,1053,0
16480,2013-06-28,2013-06-28,2,75.97,37.985,0,1
16481,2013-09-30,2013-12-21,8,194.91,24.36375,82,2
16482,2011-01-11,2013-02-20,4,4783.74,1195.935,771,3
16483,2011-01-02,2013-11-21,2,4118.26,2059.13,1054,1
16484,2011-01-19,2013-11-02,5,4175.53,835.106,1018,0
16486,2013-03-01,2013-03-01,2,76.97,38.485,0,3
16487,2013-06-08,2013-07-17,5,73.24000000000001,14.648000000000001,39,2
16488,2013-03-19,2013-03-19,4,119.95,29.9875,0,3
16489,2013-03-16,2013-05-09,6,112.73,18.788333333333334,54,2
16492,2013-10-30,2013-10-30,2,38.980000000000004,19.490000000000002,0,1
16493,2011-01-13,2013-12-20,3,4197.25,1399.0833333333333,1072,1
16494,2011-01-24,2013-12-16,4,5961.2,1490.3,1057,0
16495,2011-01-18,2013-12-05,6,6002.23,1000.3716666666666,1052,0
16496,2011-01-24,2013-12-25,5,5960.23,1192.0459999999998,1066,0
16514,2011-01-10,2013-02-10,4,4761.74,1190.435,762,3
16515,2011-01-17,2013-03-18,3,4733.75,1577.9166666666667,791,3
16516,2011-01-18,2013-03-13,3,4733.75,1577.9166666666667,785,3
16517,2010-12-31,2013-03-22,2,4698.76,2349.38,812,3
16518,2011-01-15,2013-03-26,2,4698.76,2349.38,801,3
16519,2011-01-24,2013-04-09,3,4752.75,1584.25,806,3
16520,2011-01-04,2013-04-06,4,4727.74,1181.935,823,3
16521,2011-01-20,2013-04-01,2,4698.76,2349.38,802,3
16522,2011-01-07,2013-04-08,2,4698.76,2349.38,822,3
16523,2011-01-22,2013-04-06,2,4698.76,2349.38,805,3
16524,2011-01-16,2013-04-28,3,4733.75,1577.9166666666667,833,3
16525,2011-01-14,2013-05-06,3,4752.75,1584.25,843,3
16526,2011-01-16,2013-06-11,4,4758.24,1189.56,877,3
16527,2011-01-08,2013-06-25,3,4752.75,1584.25,899,3
16528,2011-01-24,2013-06-21,2,4698.76,2349.38,879,3
16529,2011-01-02,2013-06-18,3,4752.75,1584.25,898,3
16605,2013-03-11,2013-12-23,4,66.26,16.565,287,2
16606,2013-08-07,2013-08-16,4,67.17,16.7925,9,2
16607,2011-01-05,2013-12-07,4,5897.53,1474.3825,1067,0
16608,2013-02-08,2013-11-22,4,101.57000000000001,25.392500000000002,287,2
16609,2013-01-30,2013-04-03,9,344.04,38.22666666666667,63,2
16610,2013-03-12,2013-04-06,3,67.58,22.526666666666667,25,3
16611,2013-02-17,2013-11-28,4,75.53,18.8825,284,2
16612,2011-01-14,2013-12-27,2,5898.26,2949.13,1078,1
16613,2013-03-21,2013-08-20,6,129.35,21.558333333333334,152,2
16614,2013-08-26,2013-11-17,5,71.16,14.232,83,2
16615,2013-04-08,2013-06-29,6,95.84,15.973333333333334,82,2
16616,2011-01-10,2013-12-05,5,5915.54,1183.108,1060,0
16617,2013-02-03,2013-09-14,6,160.55,26.758333333333336,223,2
16618,2013-08-21,2013-12-01,6,76.15,12.691666666666668,102,2
16619,2013-03-09,2013-07-21,3,97.58,32.526666666666664,134,1
16620,2011-01-18,2013-12-03,3,5895.24,1965.08,1050,0
16621,2013-08-31,2013-09-12,5,73.86,14.772,12,2
16622,2013-08-13,2013-08-13,2,36.59,18.295,0,1
16623,2011-01-19,2013-12-08,5,5973.24,1194.648,1054,0
16624,2010-12-30,2013-12-23,4,5938.25,1484.5625,1089,0
16625,2013-04-21,2013-07-03,6,81.81,13.635,73,2
16626,2013-02-28,2013-05-20,4,71.57000000000001,17.892500000000002,81,3
16627,2013-02-15,2013-06-29,3,64.88,21.626666666666665,134,1
16628,2013-09-10,2013-12-22,4,187.57999999999998,46.894999999999996,103,2
16629,2011-01-06,2013-12-10,3,5933.26,1977.7533333333333,1069,0
16630,2011-01-28,2013-12-05,5,5973.24,1194.648,1042,0
16631,2011-01-09,2013-12-22,3,5900.55,1966.8500000000001,1078,0
16632,2013-07-25,2013-10-14,4,68.86999999999999,17.217499999999998,81,2
16633,2013-07-20,2013-07-20,3,71.58000000000001,23.860000000000003,0,1
16634,2013-09-02,2013-10-22,5,106.56,21.312,50,2
16635,2013-04-18,2013-04-18,3,38.88,12.96,0,3
16636,2011-01-20,2013-12-10,4,5932.74,1483.185,1055,0
16637,2011-02-25,2013-12-09,3,5900.55,1966.8500000000001,1018,0
16638,2011-02-12,2013-12-14,4,5974.23,1493.5575,1036,0
16639,2011-02-04,2013-12-19,3,5908.25,1969.4166666666667,1049,0
16640,2013-04-18,2013-04-18,3,69.97,23.323333333333334,0,3
16656,2011-02-28,2013-12-18,4,5930.23,1482.5575,1024,0
16657,2011-02-08,2013-12-06,3,5900.55,1966.8500000000001,1032,0
16658,2011-02-06,2013-12-14,2,5873.26,2936.63,1042,1
16659,2011-02-02,2013-12-09,2,5873.26,2936.63,1041,1
16660,2011-02-12,2013-12-12,2,5898.26,2949.13,1034,1
16661,2011-01-30,2013-12-09,3,5908.25,1969.4166666666667,1044,0
16662,2011-01-31,2013-01-17,3,4355.71,1451.9033333333334,717,3
16663,2011-02-19,2013-02-12,4,4471.74,1117.935,724,3
16664,2011-02-10,2013-01-30,3,4377.75,1459.25,720,3
16665,2013-09-19,2013-10-30,6,81.81,13.635,41,2
16674,2013-04-26,2013-08-29,6,76.14999999999999,12.691666666666665,125,2
16675,2011-02-03,2013-02-16,5,4385.03,877.006,744,3
16679,2013-02-11,2013-03-31,5,106.56,21.312,48,3
16680,2013-08-09,2013-10-17,5,104.86,20.972,69,2
16681,2013-06-29,2013-07-09,4,68.87,17.2175,10,2
16682,2013-06-18,2013-11-09,3,66.58,22.19333333333333,144,1
16683,2013-05-29,2013-08-03,4,69.87,17.4675,66,2
16684,2011-02-08,2013-12-01,4,4158.24,1039.56,1027,0
16685,2011-02-07,2013-12-10,5,4183.23,836.646,1037,0
16686,2011-02-02,2013-12-24,5,4157.73,831.5459999999999,1056,0
16687,2011-02-03,2013-01-16,5,6070.59,1214.118,713,3
16688,2011-02-26,2012-12-29,4,6081.099999999999,1520.2749999999999,672,3
16689,2013-08-18,2013-08-20,6,290.46000000000004,48.410000000000004,2,2
16690,2013-09-12,2013-10-01,5,165.07,33.013999999999996,19,2
16691,2011-02-28,2013-03-13,4,4471.74,1117.935,744,3
16692,2013-04-10,2013-08-16,3,31.27,10.423333333333334,128,1
16693,2011-02-21,2013-01-03,5,6060.5,1212.1,682,3
16694,2013-02-21,2013-09-27,6,78.2,13.033333333333333,218,2
16695,2013-09-03,2013-10-30,6,76.15,12.691666666666668,57,2
16696,2011-02-04,2013-03-07,3,4506.76,1502.2533333333333,762,3
16697,2013-02-25,2013-10-05,3,87.08,29.026666666666667,222,1
16698,2013-05-17,2013-05-17,4,197.88,49.47,0,3
16699,2013-05-09,2013-09-27,3,67.58,22.526666666666667,141,1
16700,2013-06-18,2013-06-25,3,92.97,30.99,7,1
16701,2011-02-18,2013-03-20,4,4426.74,1106.685,761,3
16702,2011-02-21,2013-01-05,2,6021.62,3010.81,684,3
16703,2011-02-09,2013-02-03,5,6090.59,1218.118,725,3
16704,2013-06-25,2013-07-12,4,91.26,22.815,17,2
16705,2013-08-10,2013-11-10,4,97.96000000000001,24.490000000000002,92,2
16706,2013-09-22,2013-09-30,3,92.97,30.99,8,1
16707,2011-02-21,2013-04-06,3,4377.75,1459.25,775,3
16708,2011-02-19,2013-04-25,4,4406.74,1101.685,796,3
16709,2013-07-21,2013-07-25,5,143.94,28.788,4,2
16710,2013-07-03,2013-12-27,4,91.25999999999999,22.814999999999998,177,2
16711,2013-03-07,2013-07-12,5,132.95,26.589999999999996,127,2
16712,2011-02-03,2013-04-15,3,4417.75,1472.5833333333333,802,3
16713,2011-02-23,2013-02-08,5,6090.59,1218.118,716,3
16729,2013-08-16,2013-10-15,3,38.92,12.973333333333334,60,1
16730,2013-12-02,2013-12-02,3,68.97,22.99,0,1
16733,2013-08-04,2013-08-06,4,35.26,8.815,2,2
16734,2013-04-29,2013-06-11,3,128.97,42.99,43,3
16738,2013-03-13,2013-05-20,4,44.95,11.2375,68,3
16739,2013-03-07,2013-10-26,4,81.26,20.315,233,2
16740,2011-01-31,2013-02-14,5,6099.099999999999,1219.82,745,3
16741,2011-02-01,2013-03-20,3,6056.61,2018.87,778,3
16742,2011-02-22,2013-03-14,5,6044.59,1208.9180000000001,751,3
16743,2011-01-29,2013-03-29,5,6070.59,1214.118,790,3
16744,2011-02-16,2013-03-08,5,6070.59,1214.118,751,3
16745,2011-02-07,2013-03-21,2,6021.62,3010.81,773,3
16919,2013-04-18,2013-12-22,4,70.95,17.7375,248,2
16926,2013-05-13,2013-12-20,4,44.95,11.2375,221,2
16927,2013-02-17,2013-02-17,2,30.97,15.485,0,3
16928,2011-02-17,2013-06-18,2,4698.76,2349.38,852,3
16929,2011-02-14,2013-06-24,3,4733.75,1577.9166666666667,861,3
16930,2013-04-02,2013-04-02,1,7.95,7.95,0,3
16931,2011-02-18,2013-06-10,5,4767.73,953.5459999999999,843,0
17045,2011-02-19,2013-04-20,5,4480.73,896.146,791,3
17046,2011-02-21,2013-04-28,4,4467.74,1116.935,797,3
17047,2011-02-02,2013-04-02,2,4347.76,2173.88,790,3
17048,2011-02-20,2013-05-20,3,4382.75,1460.9166666666667,820,3
17049,2011-02-27,2013-05-17,2,4347.76,2173.88,810,3
17050,2011-02-24,2013-05-14,5,4496.23,899.2459999999999,810,3
17051,2011-02-03,2013-04-27,5,6060.5,1212.1,814,0
17052,2013-04-20,2013-06-19,4,96.92,24.23,60,2
17053,2013-05-23,2013-09-13,4,123.96000000000001,30.990000000000002,113,2
17054,2013-05-28,2013-10-23,2,83.98,41.99,148,1
17055,2011-03-04,2013-05-20,2,4347.76,2173.88,808,3
17056,2011-03-22,2013-05-22,3,4417.75,1472.5833333333333,792,3
17057,2013-04-17,2013-04-17,2,32.28,16.14,0,3
17058,2013-08-12,2013-12-10,2,83.98,41.99,120,1
17059,2013-06-11,2013-12-08,4,123.96000000000001,30.990000000000002,180,2
17060,2013-07-14,2013-09-14,4,123.96000000000001,30.990000000000002,62,2
17061,2013-07-13,2013-07-15,3,86.27,28.756666666666664,2,1
17062,2013-01-29,2013-03-10,4,91.26,22.815,40,3
17063,2013-02-21,2013-03-31,5,100.25,20.05,38,3
17064,2011-03-14,2013-05-11,3,4506.76,1502.2533333333333,789,3
17065,2011-03-06,2013-06-23,3,4417.75,1472.5833333333333,840,3
17066,2013-08-05,2013-10-01,5,105.75,21.15,57,2
17067,2013-08-26,2013-12-21,4,113.96000000000001,28.490000000000002,117,2
17068,2013-06-29,2013-06-29,1,53.99,53.99,0,1
17069,2011-03-12,2013-06-28,4,4426.74,1106.685,839,3
17070,2013-02-12,2013-02-20,4,123.96000000000001,30.990000000000002,8,3
17071,2011-03-02,2013-06-18,3,4417.75,1472.5833333333333,839,3
17072,2013-10-21,2013-11-25,4,123.96,30.99,35,2
17073,2013-08-03,2013-10-07,3,78.97,26.323333333333334,65,1
17074,2013-01-30,2013-06-25,5,90.25,18.05,146,2
17075,2013-08-18,2013-08-22,3,77.27,25.756666666666664,4,1
17076,2013-08-10,2013-12-26,4,103.46,25.865,138,2
17077,2013-03-02,2013-07-09,5,138.45,27.689999999999998,129,2
17078,2013-02-04,2013-03-19,6,186.94,31.156666666666666,43,3
17079,2011-03-22,2013-06-10,3,4417.75,1472.5833333333333,811,3
17227,2013-04-29,2013-06-09,3,83.97,27.99,41,3
17228,2013-07-28,2013-11-05,3,77.27,25.756666666666664,100,1
17229,2011-03-08,2013-07-14,4,4471.74,1117.935,859,0
17230,2013-03-25,2013-08-21,2,83.98,41.99,149,1
17231,2013-06-11,2013-09-01,2,83.98,41.99,82,1
17232,2011-03-26,2013-07-05,2,4347.76,2173.88,832,3
17233,2011-03-24,2013-07-03,2,4347.76,2173.88,832,3
17234,2013-05-24,2013-12-07,4,91.26,22.815,197,2
17235,2013-06-06,2013-07-19,2,83.98,41.99,43,1
17236,2013-07-14,2013-07-27,3,86.27,28.756666666666664,13,1
17237,2013-03-07,2013-03-07,2,62.980000000000004,31.490000000000002,0,3
17238,2013-02-12,2013-03-29,3,147.48000000000002,49.160000000000004,45,3
17239,2013-09-13,2013-09-13,2,32.28,16.14,0,1
17240,2011-03-24,2013-08-09,5,4385.03,877.006,869,0
17241,2011-03-21,2013-08-21,3,4382.75,1460.9166666666667,884,1
17242,2011-03-03,2013-08-20,5,4387.23,877.4459999999999,901,0
17243,2013-02-19,2013-06-06,2,83.98,41.99,107,3
17244,2013-04-21,2013-06-27,3,86.27,28.756666666666664,67,1
17245,2013-06-02,2013-11-17,3,92.97,30.99,168,1
17246,2011-03-08,2013-08-22,4,4380.04,1095.01,898,0
17247,2011-03-10,2013-08-02,5,4432.72,886.5440000000001,876,0
17248,2011-03-13,2013-09-01,3,4382.75,1460.9166666666667,903,1
17249,2011-03-14,2013-09-26,4,4426.74,1106.685,927,0
17250,2013-07-03,2013-07-03,2,62.980000000000004,31.490000000000002,0,1
17251,2013-02-07,2013-06-11,4,123.96000000000001,30.990000000000002,124,3
17252,2013-06-30,2013-09-28,3,92.97,30.99,90,1
17253,2013-04-05,2013-04-05,1,53.99,53.99,0,3
17254,2013-02-20,2013-04-10,3,147.48,49.16,49,3
17255,2011-03-19,2013-09-05,4,4442.24,1110.56,901,0
17256,2011-03-30,2013-09-23,4,4362.74,1090.685,908,0
17257,2011-03-17,2013-09-23,5,4480.73,896.146,921,0
17258,2011-03-19,2013-10-01,2,4347.76,2173.88,927,1
17259,2011-03-15,2013-10-19,4,4404.73,1101.1825,949,0
17277,2011-03-30,2013-10-10,4,4426.74,1106.685,925,0
17278,2011-03-23,2013-09-30,3,4382.75,1460.9166666666667,922,1
17279,2011-03-27,2013-04-10,2,6021.62,3010.81,745,3
17280,2011-03-10,2013-04-03,5,6089.59,1217.9180000000001,755,0
17281,2013-09-02,2013-10-05,3,83.97,27.99,33,1
17282,2013-09-09,2013-09-09,3,37.269999999999996,12.423333333333332,0,1
17283,2013-07-15,2013-07-15,2,58.980000000000004,29.490000000000002,0,1
17284,2013-02-05,2013-08-02,5,90.25,18.05,178,2
17285,2011-03-16,2013-06-11,5,6093.2,1218.6399999999999,818,0
17286,2011-03-27,2013-06-03,3,6029.57,2009.8566666666666,799,3
17287,2013-06-13,2013-09-12,4,95.26,23.815,91,2
17288,2011-03-30,2013-10-01,5,4426.24,885.2479999999999,916,0
17289,2013-04-15,2013-11-02,5,106.95,21.39,201,2
17290,2013-05-03,2013-08-13,3,92.97,30.99,102,1
17291,2013-02-04,2013-04-19,3,86.27,28.756666666666664,74,3
17292,2013-06-18,2013-12-18,4,94.22,23.555,183,2
17293,2011-03-30,2013-10-22,3,4417.75,1472.5833333333333,937,1
17294,2011-03-09,2013-11-05,3,4355.71,1451.9033333333334,972,1
17295,2011-03-14,2013-10-29,4,4392.74,1098.185,960,0
17296,2013-08-27,2013-08-27,3,63.970000000000006,21.323333333333334,0,1
17297,2013-03-07,2013-05-23,5,100.25,20.05,77,2
17298,2013-06-29,2013-08-09,5,174.45,34.89,41,2
17299,2011-03-09,2013-11-14,3,4382.75,1460.9166666666667,981,1
17300,2013-05-26,2013-06-04,4,94.22,23.555,9,3
17301,2013-09-24,2013-11-28,2,74.98,37.49,65,1
17302,2013-02-19,2013-09-30,6,147.44,24.573333333333334,223,2
17303,2013-08-18,2013-09-09,5,123.45,24.69,22,2
17304,2013-09-18,2013-12-29,3,62.27,20.756666666666668,102,1
17305,2013-01-30,2013-01-30,4,196.97,49.2425,0,3
17306,2013-03-20,2013-05-24,4,117.96000000000001,29.490000000000002,65,3
17307,2013-02-22,2013-02-23,5,132.95,26.589999999999996,1,3
17308,2011-03-06,2013-06-29,2,6021.62,3010.81,846,3
17309,2011-03-02,2013-06-07,3,6030.61,2010.2033333333331,828,3
17310,2011-03-02,2013-06-05,3,6029.57,2009.8566666666666,826,3
17311,2013-11-23,2013-11-23,3,69.97,23.323333333333334,0,1
17312,2011-03-15,2013-11-12,4,4471.74,1117.935,973,0
17313,2013-06-17,2013-06-25,4,51.92,12.98,8,2
17314,2013-11-13,2013-12-13,4,78.96,19.74,30,2
17315,2011-03-03,2013-06-21,3,6030.61,2010.2033333333331,841,3
17316,2013-11-04,2013-11-28,5,97.45,19.490000000000002,24,2
17317,2013-08-12,2013-09-29,5,128.95,25.79,48,2
17318,2013-04-01,2013-04-26,3,43.97,14.656666666666666,25,3
17319,2013-09-17,2013-12-17,2,38.98,19.49,91,1
